SITC;PRODUCT DESCRIPTION;YEAR;IMPORT (RM);;
65899;SETS CONSISTING OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING UP INTO RUGS, TAPESTRIES, TABLECLOTHS OR SIMILAR TEXTILE ARTICLES, PUT UP IN PACKINGS FOR RETAIL SALE;2018;6258303;;
65899;SETS CONSISTING OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING UP INTO RUGS, TAPESTRIES, TABLECLOTHS OR SIMILAR TEXTILE ARTICLES, PUT UP IN PACKINGS FOR RETAIL SALE;2019;8132033;;
65912;"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS CONSISTING OF A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE";2015;214844;;
65912;"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS CONSISTING OF A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE";2016;48045;;
65912;"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS CONSISTING OF A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE";2017;1508348;;
65912;"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS CONSISTING OF A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE";2018;1542325;;
65912;"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS CONSISTING OF A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE";2019;83178;;
65921;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2015;6721673;;
65921;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2016;6507149;;
65921;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2017;4484609;;
65921;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2018;5002017;;
65921;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2019;7125797;;
65929;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2015;4953384;;
65929;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2016;6049007;;
65929;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2017;11259336;;
65929;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2018;31220593;;
65929;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2019;24376334;;
65930;"""KELEM"", ""SCHUMACKS"", ""KARAMANIE"" AND SIMILAR HAND-WOVEN RUGS";2015;503328;;
65930;"""KELEM"", ""SCHUMACKS"", ""KARAMANIE"" AND SIMILAR HAND-WOVEN RUGS";2016;691636;;
65930;"""KELEM"", ""SCHUMACKS"", ""KARAMANIE"" AND SIMILAR HAND-WOVEN RUGS";2017;958180;;
65930;"""KELEM"", ""SCHUMACKS"", ""KARAMANIE"" AND SIMILAR HAND-WOVEN RUGS";2018;1006510;;
65930;"""KELEM"", ""SCHUMACKS"", ""KARAMANIE"" AND SIMILAR HAND-WOVEN RUGS";2019;397254;;
65941;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2015;4193858;;
65941;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2016;24129618;;
65941;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2017;11418214;;
65941;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2018;8046644;;
65941;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP OF WOOL OR FINE ANIMAL HAIR;2019;7469614;;
65942;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF NYLON OR OTHER POLYAMIDES;2015;35677845;;
65942;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF NYLON OR OTHER POLYAMIDES;2016;39407226;;
65942;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF NYLON OR OTHER POLYAMIDES;2017;53683804;;
65942;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF NYLON OR OTHER POLYAMIDES;2018;60920641;;
65942;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF NYLON OR OTHER POLYAMIDES;2019;58617742;;
65943;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER MAN-MADE TEXTILE FIBRES;2015;92571365;;
65943;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER MAN-MADE TEXTILE FIBRES;2016;118917954;;
65943;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER MAN-MADE TEXTILE FIBRES;2017;145963896;;
65943;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER MAN-MADE TEXTILE FIBRES;2018;137278514;;
65943;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER MAN-MADE TEXTILE FIBRES;2019;127981407;;
65949;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2015;25815845;;
65949;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2016;22370124;;
65949;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2017;25439787;;
65949;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2018;25416377;;
65949;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE UP. OF OTHER TEXTILE MATERIALS;2019;22965184;;
65951;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF WOOL OR FINE ANIMAL HAIR, N.E.S.;2015;20090326;;
65951;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF WOOL OR FINE ANIMAL HAIR, N.E.S.;2016;25073292;;
65951;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF WOOL OR FINE ANIMAL HAIR, N.E.S.;2017;29401264;;
65951;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF WOOL OR FINE ANIMAL HAIR, N.E.S.;2018;25272830;;
65951;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF WOOL OR FINE ANIMAL HAIR, N.E.S.;2019;13820914;;
65952;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF MAN-MADE TEXTILE MATERIALS, N.E.S.;2015;33960761;;
65952;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF MAN-MADE TEXTILE MATERIALS, N.E.S.;2016;45566386;;
65952;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF MAN-MADE TEXTILE MATERIALS, N.E.S.;2017;67035831;;
65952;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF MAN-MADE TEXTILE MATERIALS, N.E.S.;2018;85997574;;
65952;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF MAN-MADE TEXTILE MATERIALS, N.E.S.;2019;65899449;;
65953;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, NOT OF PILE CONSTRUCTION, NOT MADE UP;2015;73302;;
65953;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, NOT OF PILE CONSTRUCTION, NOT MADE UP;2016;133595;;
65953;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, NOT OF PILE CONSTRUCTION, NOT MADE UP;2017;292022;;
65953;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, NOT OF PILE CONSTRUCTION, NOT MADE UP;2018;157660;;
65953;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, NOT OF PILE CONSTRUCTION, NOT MADE UP;2019;21491;;
65959;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF OTHER TEXTILE MATERIALS, N.E.S.;2015;5336265;;
65959;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF OTHER TEXTILE MATERIALS, N.E.S.;2016;12315743;;
65959;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF OTHER TEXTILE MATERIALS, N.E.S.;2017;7772075;;
65959;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF OTHER TEXTILE MATERIALS, N.E.S.;2018;7876388;;
65959;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP, OF OTHER TEXTILE MATERIALS, N.E.S.;2019;8087297;;
65961;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP;2015;11307418;;
65961;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP;2016;8494785;;
65961;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP;2017;7992538;;
65961;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP;2018;6428146;;
65961;CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE UP;2019;8640347;;
65969;OTHER CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE UP;2015;41466569;;
65969;OTHER CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE UP;2016;43113257;;
65969;OTHER CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE UP;2017;51230995;;
65969;OTHER CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE UP;2018;55605145;;
65969;OTHER CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE UP;2019;50282280;;
66111;QUICKLIME;2015;7986097;;
66111;QUICKLIME;2016;6177672;;
66111;QUICKLIME;2017;4695242;;
66111;QUICKLIME;2018;3688412;;
66111;QUICKLIME;2019;5375886;;
66112;SLAKED LIME;2015;1022303;;
66112;SLAKED LIME;2016;989767;;
66112;SLAKED LIME;2017;1227315;;
66112;SLAKED LIME;2018;746962;;
66112;SLAKED LIME;2019;816408;;
66113;HYDRAULIC LIME;2015;242870;;
66113;HYDRAULIC LIME;2016;148703;;
66113;HYDRAULIC LIME;2017;74533;;
66113;HYDRAULIC LIME;2018;7304;;
66113;HYDRAULIC LIME;2019;189173;;
66121;CEMENT CLINKERS;2015;530354138;;
66121;CEMENT CLINKERS;2016;256640898;;
66121;CEMENT CLINKERS;2017;196501740;;
66121;CEMENT CLINKERS;2018;191429151;;
66121;CEMENT CLINKERS;2019;155116746;;
66122;PORTLAND CEMENT;2015;162835989;;
66122;PORTLAND CEMENT;2016;122495226;;
66122;PORTLAND CEMENT;2017;132982020;;
66122;PORTLAND CEMENT;2018;150441516;;
66122;PORTLAND CEMENT;2019;190641912;;
66123;ALUMINOUS CEMENT;2015;12324877;;
66123;ALUMINOUS CEMENT;2016;13642492;;
66123;ALUMINOUS CEMENT;2017;13766088;;
66123;ALUMINOUS CEMENT;2018;14806340;;
66123;ALUMINOUS CEMENT;2019;14295028;;
66129;OTHER HYDRAULIC CEMENTS;2015;11161;;
66129;OTHER HYDRAULIC CEMENTS;2016;343211;;
66129;OTHER HYDRAULIC CEMENTS;2017;28599;;
66129;OTHER HYDRAULIC CEMENTS;2018;116411;;
66129;OTHER HYDRAULIC CEMENTS;2019;132346;;
66131;SETTS, KERBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE);2015;4760903;;
66131;SETTS, KERBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE);2016;3673472;;
66131;SETTS, KERBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE);2017;3839023;;
66131;SETTS, KERBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE);2018;2945826;;
66131;SETTS, KERBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE);2019;2045901;;
66132;SLATE, WORKED, AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE;2015;4737353;;
66132;SLATE, WORKED, AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE;2016;5039554;;
66132;SLATE, WORKED, AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE;2017;2918745;;
66132;SLATE, WORKED, AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE;2018;1877765;;
66132;SLATE, WORKED, AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE;2019;3928052;;
66133;TILES, CUBES AND SIMILAR ARTICLES OF NATURAL STONE, WHETHER OR NOT RECTANGULAR, THE LARGEST SURFACE;2015;7746403;;
66133;TILES, CUBES AND SIMILAR ARTICLES OF NATURAL STONE, WHETHER OR NOT RECTANGULAR, THE LARGEST SURFACE;2016;2864763;;
66133;TILES, CUBES AND SIMILAR ARTICLES OF NATURAL STONE, WHETHER OR NOT RECTANGULAR, THE LARGEST SURFACE;2017;12039337;;
66133;TILES, CUBES AND SIMILAR ARTICLES OF NATURAL STONE, WHETHER OR NOT RECTANGULAR, THE LARGEST SURFACE;2018;7271946;;
66133;TILES, CUBES AND SIMILAR ARTICLES OF NATURAL STONE, WHETHER OR NOT RECTANGULAR, THE LARGEST SURFACE;2019;3806688;;
66134;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2015;32061637;;
66134;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2016;35695767;;
66134;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2017;45124425;;
66134;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2018;61297487;;
66134;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2019;34291273;;
66135;MONUMENTAL OR BUILDING STONE (EXCEPT SLATE) AND ARTICLES THEREOF, N.E.S., SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2015;32000293;;
66135;MONUMENTAL OR BUILDING STONE (EXCEPT SLATE) AND ARTICLES THEREOF, N.E.S., SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2016;38624099;;
66135;MONUMENTAL OR BUILDING STONE (EXCEPT SLATE) AND ARTICLES THEREOF, N.E.S., SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2017;42785571;;
66135;MONUMENTAL OR BUILDING STONE (EXCEPT SLATE) AND ARTICLES THEREOF, N.E.S., SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2018;47271246;;
66135;MONUMENTAL OR BUILDING STONE (EXCEPT SLATE) AND ARTICLES THEREOF, N.E.S., SIMPLY CUT OR SAWN, WITH A FLAT OR EVEN SURFACE;2019;36612298;;
66136;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2015;77546099;;
66136;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2016;91166057;;
66136;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2017;118968634;;
66136;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2018;72848169;;
66136;MARBLE, TRAVERTINE AND ALABASTER AND ARTICLES THEREOF, MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2019;58282971;;
66139;OTHER MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF (OTHER THAN GOODS OF HEADING 661.31), MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2015;123263231;;
66139;OTHER MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF (OTHER THAN GOODS OF HEADING 661.31), MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2016;159396857;;
66139;OTHER MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF (OTHER THAN GOODS OF HEADING 661.31), MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2017;139122031;;
66139;OTHER MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF (OTHER THAN GOODS OF HEADING 661.31), MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2018;121342292;;
66139;OTHER MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF (OTHER THAN GOODS OF HEADING 661.31), MOULDED, TURNED, POLISHED, DECORATED, CARVED OR OTHERWISE WORKED;2019;88476742;;
66181;ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (E.G., PETROLEUM BITUMEN OR COAL TAR PITCH);2015;25231085;;
66181;ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (E.G., PETROLEUM BITUMEN OR COAL TAR PITCH);2016;24464153;;
66181;ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (E.G., PETROLEUM BITUMEN OR COAL TAR PITCH);2017;26311234;;
66181;ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (E.G., PETROLEUM BITUMEN OR COAL TAR PITCH);2018;30317159;;
66181;ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (E.G., PETROLEUM BITUMEN OR COAL TAR PITCH);2019;26329906;;
66182;PANELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS;2015;15861485;;
66182;PANELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS;2016;20603507;;
66182;PANELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS;2017;21113291;;
66182;PANELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS;2018;22195095;;
66182;PANELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS;2019;18700106;;
66183;ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBRE-CEMENT OR THE LIKE;2015;38196597;;
66183;ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBRE-CEMENT OR THE LIKE;2016;39022193;;
66183;ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBRE-CEMENT OR THE LIKE;2017;33117435;;
66183;ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBRE-CEMENT OR THE LIKE;2018;41413193;;
66183;ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBRE-CEMENT OR THE LIKE;2019;36568650;;
66231;BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS, OF SILICEOUS FOSSIL MEALS (E.G., KIESELGUHR, TRIPOLITE OR DIATOMITE) OR OF SIMILAR SILICEOUS EARTHS;2015;2933985;;
66231;BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS, OF SILICEOUS FOSSIL MEALS (E.G., KIESELGUHR, TRIPOLITE OR DIATOMITE) OR OF SIMILAR SILICEOUS EARTHS;2016;3487486;;
66231;BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS, OF SILICEOUS FOSSIL MEALS (E.G., KIESELGUHR, TRIPOLITE OR DIATOMITE) OR OF SIMILAR SILICEOUS EARTHS;2017;3092296;;
66231;BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS, OF SILICEOUS FOSSIL MEALS (E.G., KIESELGUHR, TRIPOLITE OR DIATOMITE) OR OF SIMILAR SILICEOUS EARTHS;2018;1676857;;
66231;BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS, OF SILICEOUS FOSSIL MEALS (E.G., KIESELGUHR, TRIPOLITE OR DIATOMITE) OR OF SIMILAR SILICEOUS EARTHS;2019;945989;;
66232;REFRACTORY BRICKS, BLOCKS, TILES AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS (OTHER THAN GOODS OF HEADING 662.31);2015;163256580;;
66232;REFRACTORY BRICKS, BLOCKS, TILES AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS (OTHER THAN GOODS OF HEADING 662.31);2016;215240542;;
66232;REFRACTORY BRICKS, BLOCKS, TILES AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS (OTHER THAN GOODS OF HEADING 662.31);2017;163698831;;
66232;REFRACTORY BRICKS, BLOCKS, TILES AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS (OTHER THAN GOODS OF HEADING 662.31);2018;421842568;;
66232;REFRACTORY BRICKS, BLOCKS, TILES AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS (OTHER THAN GOODS OF HEADING 662.31);2019;206695708;;
66233;REFRACTORY CEMENTS, MORTARS, CONCRETES AND SIMILAR COMPOSITIONS, N.E.S.;2015;101632926;;
66233;REFRACTORY CEMENTS, MORTARS, CONCRETES AND SIMILAR COMPOSITIONS, N.E.S.;2016;89131980;;
66233;REFRACTORY CEMENTS, MORTARS, CONCRETES AND SIMILAR COMPOSITIONS, N.E.S.;2017;116291113;;
66233;REFRACTORY CEMENTS, MORTARS, CONCRETES AND SIMILAR COMPOSITIONS, N.E.S.;2018;206597304;;
66233;REFRACTORY CEMENTS, MORTARS, CONCRETES AND SIMILAR COMPOSITIONS, N.E.S.;2019;190828877;;
66241;CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND THE LIKE;2015;4882832;;
66241;CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND THE LIKE;2016;5068280;;
66241;CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND THE LIKE;2017;3815719;;
66241;CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND THE LIKE;2018;5475903;;
66241;CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND THE LIKE;2019;7170663;;
66242;ROOFING TILES, CHIMNEY-POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS;2015;16093769;;
66242;ROOFING TILES, CHIMNEY-POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS;2016;15249884;;
66242;ROOFING TILES, CHIMNEY-POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS;2017;9321523;;
66242;ROOFING TILES, CHIMNEY-POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS;2018;9815957;;
66242;ROOFING TILES, CHIMNEY-POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS;2019;9789907;;
66243;CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS;2015;243609;;
66243;CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS;2016;231655;;
66243;CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS;2017;555047;;
